ground_truth,LSTM-Enc-Dnc,CONV1D-DENSE,CONV1D-LSTM,AttnLSTM
14858,16236.380917675791,16889.748696424067,16239.327295958996,15300.446380965412
16031,16465.314889855683,16573.762691691518,17398.531377270818,14686.710616514087
15767,16141.635482944548,16876.25509559363,16469.789203681048,15823.527069754899
15718,16621.67031788826,17238.801819078624,17120.58813532442,16118.184168808162
14752,16341.659559875727,17714.846444368362,16602.301187358797,15116.892941132188
16556,16225.326232492926,16832.70382297784,15919.196623727681,14938.185506686568
16333,15819.865046523513,16276.670764721932,15317.918804198503,14713.09808960557
17782,17626.681380994618,18585.14982815832,17435.821705527604,16257.24090218544
17590,17375.850016511977,18226.222644697875,17098.98359976709,16218.905574634671
16525,17887.24972129613,18487.002744076774,17808.042774949223,16863.4210793972
15174,16770.3273800686,18526.905132597312,17643.303264148533,16197.009058274329
14241,15221.6460178867,17133.308862969283,16435.347148157656,14708.34172232449
16378,15192.774664103985,16044.362954363227,15779.05605760962,14544.88911691308
19480,16906.57876189053,15756.47893399745,15648.322529003024,16636.61915104091
22419,19822.395688173827,19116.885849881917,18567.30469143018,19414.530222779606
23262,21546.748194679618,19033.440254715268,21159.10805702209,21214.266588490456
22395,23284.772976018485,23719.309902332723,22862.756478518248,22799.151964351535
21663,23377.219937868416,23967.80133266002,23136.666005671024,23112.35510005057
21386,21889.77862931044,20783.32000412047,21705.5366987437,21804.246794808656
20673,20758.937855184082,20190.24669916556,20930.15890184045,20774.253343230113
21258,20562.135421438146,20016.509945910424,20792.336371317506,20592.12462372519
21186,20183.975973449647,19570.704663774115,19925.61675990373,19832.817468468565
20053,20648.147783346478,19851.007726505864,20538.469866387542,19967.110918269493
16936,20258.41326738894,19319.63412595401,20278.48548769205,19369.764656750485
14319,18879.964158874005,19081.936623703692,18614.524118874222,17771.921975798905
11226,15855.858104072513,17188.199502050877,15774.706419587137,14220.845317959785
8987,13412.369745150207,13969.446342796089,14279.317977532744,11540.33249078691
6616,10911.275617659092,11831.809334933758,11758.479524180293,8895.56512144208
5410,9533.188127368689,9836.846994578838,9846.911572858691,6793.311515212059
4152,8101.6996840536585,8427.809539169073,8077.959308922293,4944.644404321909
3405,7615.244483232497,7950.280775457621,7314.892006635667,3771.709633767605
2682,6933.568581670523,7400.262521743774,6612.3581644296655,2911.5505390167236
2180,6503.5661172270775,6666.744844645263,6221.991510033608,2287.4462442696095
1905,6076.8595320880395,6547.380756527185,6038.2748529315,1876.8978767693043
2089,5682.590846240521,6217.581431984901,5996.871975064279,1695.3196870684624
1981,5647.928053230047,6116.085401087999,6129.188331604004,1741.99223446846
2213,6370.398344665767,6563.315900832415,6506.747540056706,2058.951411217451
4205,6869.284920156002,6762.528563112021,6603.937438070774,2610.644466817379
6482,7497.190804958343,8014.86576116085,6865.512528181075,3431.821788519621
11513,10023.444334283471,9702.835981458427,9100.013583481312,6243.760430783033
15263,12444.392651155591,13566.838685214521,11686.011056795713,10798.062397137284
19134,16373.344732657075,16340.175421454009,15652.814361676577,14155.854478940368
20366,19057.00810568966,19765.61005718308,18392.78937136382,17497.109206032008
21165,20755.46182372421,19299.705815689173,19899.89441908151,18873.062973609194
19723,20701.752684962004,19735.1432472975,20145.799775436517,19217.989933048375
18557,20173.914168987423,20034.143104575567,20114.830831564963,18857.392582897097
17106,18799.495417486884,19996.1658914797,18652.170955691487,17942.073204793036
17373,17677.591591779143,19943.5132852532,17860.07711182535,16549.803622938693
15714,16963.634730607268,18710.404336996377,17354.57527327165,16608.287085801363
16754,17445.380573056642,19538.30734981422,18368.889428723603,16409.6116681993
17156,16700.132567197084,17521.46580664814,16660.973561801016,16804.87454868108
16405,16962.759080179036,18855.427698083226,17420.074888840318,16931.453774422407
15565,17196.295983728018,19408.2401898331,17985.914852317423,16668.141106553376
17267,16602.922230526805,18282.586180940267,16458.357863262296,15513.21921569854
17711,16219.904148980977,17786.398530002683,15821.284949168565,15333.490724384785
18372,18028.450761690736,19754.446572653484,18162.616378646344,17407.06276435405
18579,18403.58711344004,20070.788483736105,18268.16977478192,17820.210052981973
16601,18233.35996943712,19835.29879432777,18116.06441931799,17857.876160532236
15939,17410.771358523518,19993.988919110037,18197.70984334126,17240.07178958133
14513,14822.929296486082,18339.94756157696,16459.43702431023,14529.463187128305
17001,15461.161958329385,17686.61569646746,16383.265948362648,14642.965468645096
20962,17065.924657307565,16856.84362784773,15925.256685294211,16776.54043957591
23400,20791.04596215859,21396.163475237787,18917.213171847165,20314.552781360224
23891,23145.560032911602,20501.21223998069,22426.714099183682,23234.255333423615
24112,24275.768084637817,24073.80671507865,23630.71621114016,24619.467739269137
23195,23991.50725405664,23966.882177092135,23564.45700751245,24743.63257575035
22527,23370.180864669386,22854.63152871281,23312.592030987144,24184.88000829518
21978,22085.21305999905,21062.33131184429,22368.11763975024,22844.784768112004
22624,21559.25679827109,20737.27331757173,21804.81017176807,22521.716769002378
21970,21384.629941537976,20291.75411731377,21226.480291470885,21893.513355761766
21085,21974.507078632712,20784.623698405918,21919.24270412326,22082.317778356373
19624,21024.659948639568,19881.995320651207,20836.156558252867,20702.030723681673
15974,19801.80264711333,19403.067019955717,19453.21284324676,19257.159632241353
12520,18111.607770331204,19350.05907309195,17835.822412509468,17025.716564886272
10173,14673.642139732838,16552.67116640508,14774.103390663862,12988.685161322355
7771,11713.040887653828,11942.800581544641,12147.586573392151,9952.481903880835
6287,10182.363645747304,10779.424094557762,10690.762955799699,7892.017758101225
4720,8778.506513744593,9258.806759238243,8860.071935027838,5969.818201780319
3642,8109.280673623085,8082.685894161463,7835.72502720356,4619.640572488308
2769,7163.8666881620875,7368.535887688398,6906.934092819693,3552.336281001568
2406,6535.118730723857,6543.7415077984315,6358.470344901085,2760.883772969246
2194,6080.734701305628,6353.205347061157,6106.285357415676,2223.821291446686
2275,5930.8527796566505,6319.903184592725,6141.759857058525,1987.1498279869556
2021,5913.498608648777,6209.157201856375,6309.067193031311,2011.8514039218426
2385,6350.813440322876,6297.943892359734,6589.910680294037,2207.218095064163
4276,6678.672844409943,6397.211525768042,6587.023574113847,2589.350890815258
6311,7642.8226540386695,7952.216024219992,6990.122927367685,3504.389529377222
11643,10265.327071115376,9956.363496676087,9177.926908880472,6449.815955162048
14874,12415.236616089942,13062.636307224631,11428.036089986565,10155.92478403449
19720,16573.812328428034,17275.7908231467,15788.924132809043,14279.088480621576
20607,18907.225749494508,20146.201650514267,18217.12247901037,17828.718081600964
20838,21068.09180110693,19353.776937651917,20217.93217291683,19388.438453246374
19347,21010.46340402588,19547.849026973483,20470.52242975682,19818.484933795873
18316,19962.045817786828,19323.61875147512,19793.98334646225,19008.375345168635
16233,18429.678372006863,19357.22347905068,18407.23103386164,17924.91130314395
16420,17503.874255247414,19273.798304291442,17877.194632392377,16550.049178794026
14997,16539.35421396047,17210.079083524644,16687.079857379198,16184.492425210774
17341,16914.06894543022,18177.767700485885,17842.742503531277,15642.566419452429
17606,16378.570605069399,16365.18620505929,16411.454067066312,16591.626077219844
16850,17443.148379817605,19043.0954029141,18540.05675091222,17846.03794486448
15625,17528.124720841646,18743.650147169832,18516.480614982545,16959.349912323058
17210,16846.02924286574,18284.213535945863,16737.67516686767,16047.88307492435
17552,16304.284265205264,17170.855258390307,15887.115816958247,15819.385906025767
18531,18050.244500808414,18906.002714905888,18174.754604589198,17567.632497306913
18806,18327.84189149365,18640.39828971401,18242.04990209639,17795.94396641478
17322,18308.293630741537,18642.224921617657,18366.22889964655,18052.43099905178
15719,17491.469596821815,18639.702791441232,18460.55709381029,17422.290877144784
14717,15369.563492693007,18533.30104508251,16918.596107780933,15076.627328492701
16955,15065.897909924388,16753.986674427986,15939.340379327537,14249.008618295193
20647,17405.666950125247,16838.90315938741,16074.825603522359,17170.237718991935
23122,20945.32876446098,19961.913477487862,19189.90324117616,20686.196166763082
25031,22836.72609794885,19881.809547865294,22204.34852714837,23180.47071762383
25376,24080.960536733262,23385.25057787448,23466.534237682816,24724.764192298055
25849,25054.27971149981,25533.00442858041,24472.129554376006,25772.487667173147
24434,24523.144440278407,24119.20681013912,24284.000483378768,25392.499762400985
23690,24402.971857316792,24529.091505274177,24623.41123199463,25283.54712575674
24704,23144.662191942334,22275.3786970973,23348.12434282899,23936.85749913752
25221,22785.604639053345,20830.085109435026,22839.953945726164,23746.862086847425
24320,23775.009328238662,22840.156580403447,24058.824304133654,24143.24792549759
22823,23910.03409870714,23962.78860623389,24369.405452221632,23950.592276111245
21754,22717.53048275411,21906.82169477269,23076.188021942973,22608.390686415136
17946,21022.50629823655,18573.971927076578,21293.942747987807,20418.80138828233
14722,19751.017769088503,18062.820551965382,20075.01282549649,18915.306245222688
11815,16085.515020720659,18193.89088042825,16042.910641849041,14471.700624868274
9274,13524.557529091837,12901.052378952505,13589.40938524902,11413.375733867288
7241,11208.52083455026,11890.471782028677,11537.357790365815,8955.013580858707
6184,9629.20192670822,9800.338882893324,9679.004508316517,6777.235052198172
4956,8494.617082744837,8537.54059663415,8409.82235378027,5048.301093161106
4158,8142.179902583361,8377.640229672194,7913.9642031788835,3999.8283955454826
3499,7398.159092038871,7735.8150360286245,7175.413944959641,3199.269590228796
3433,6946.312959760428,7057.632392793894,6784.666547596456,2706.935063958168
2736,6645.000450283289,6732.6203854978085,6651.943753778935,2450.9776844978333
2534,6823.99402591586,6736.8015505969515,6922.028332412242,2450.1180930137634
4436,6559.669644564388,6306.835291773081,6703.755163311958,2661.054368495941
6559,6861.660717427731,7348.465127289294,6743.109503865242,3352.8374775350094
11173,9820.057514443994,9808.120755255222,8948.470875024796,6199.537018358707
14477,12725.314389273522,13626.298239901662,11576.27123990655,11011.334519043565
19424,16214.121761158109,16511.338655911386,15305.146687932312,14052.753137588501
20059,18423.53363600745,19345.463404745333,17786.042751394212,17143.69403617084
20211,20952.75996787846,18337.95596051961,20132.62151387334,19673.28830947564
19220,20854.678068511188,18371.12935945392,20226.774227574468,19805.996823607013
18519,19633.30351849785,18404.043114459142,19354.46084793657,18814.74491787143
16466,18422.021613419056,18389.723791917782,18460.909806620333,18068.640313331038
16651,17878.18838905543,18427.963495755568,18144.030632611364,16983.19248073548
15564,16927.8770095855,17101.563250161707,16773.338578090068,16602.843979671597
17483,17173.756671629846,18072.376937657595,17798.37164080143,16133.408923819661
18057,16812.401813782748,17214.29484834894,16969.000461824242,17499.117158014327
16855,17668.12601211667,18662.417584002018,18558.24073136225,18177.607549015433
16827,17928.07184934616,18787.275436919186,18887.248641937967,17397.51980977878
17900,16972.67153646052,18021.357088081542,16864.846821658313,16139.396282166243
18747,17244.978089004755,18466.43174756691,16951.610085196793,17120.666094198823
19493,18569.175850406293,19064.00221384504,18527.560848485682,18515.427075250074
19020,19135.942414961755,18991.106505550444,18925.98894686252,19118.296555131674
17169,18933.591251030564,18970.207322618,19180.371965833012,19213.525875048712
15680,17328.445327248424,18959.75280397572,18379.757392182943,17661.681703813374
15126,15032.137337595224,17958.160763077438,16784.27384312451,15119.46996369958
17664,15298.529235012831,16336.419380404055,16147.327064737678,14798.563206493855
21065,18195.47604420781,16754.30113775283,16777.596242159605,18170.785855524242
23573,21424.64576460049,20037.1498498898,19812.614349521697,21269.939152162522
25063,22980.661830544468,20224.754012398414,22373.36920647323,23722.669141471386
26854,24425.0006409809,24010.7701035738,23745.99957555532,25395.29518660903
26037,24967.040519252416,25037.703961312767,24450.93525184691,26202.741235107183
24863,25720.30485805869,26054.16505160928,25303.083561286334,26930.0181145221
23793,24499.293988384303,23879.156544826925,24444.15428967774,25601.951607480645
23560,23503.537548810244,22359.793267056342,23663.359080955386,24965.39316356182
23904,22868.549961611632,21206.24952559173,22883.10929237306,24193.50249338895
25266,22890.9913141504,20909.698785040528,22825.057669118047,23998.449097648263
25284,22959.42927853018,22036.96089645475,23204.81490905583,23885.187408313155
25157,23634.728319354355,23839.606577135626,24473.314996436242,24716.564203426242
24597,23059.616943448786,24030.739546634257,24090.929929271344,24027.14351106435
24223,22714.25358220189,23076.92527347058,23751.181650847204,23551.743579387665
21761,21907.5100395158,21564.97714017332,23028.279811784625,22453.57428919524
20356,21516.64322200417,21182.091763902456,22598.27734734118,21818.624659501016
18221,19164.79347607866,17909.150325387716,19750.90245492012,19005.812155191787
14264,18394.464903201908,17840.541552238166,18325.603566657748,17887.031903617084
11852,16274.467185601592,17441.283644419163,16541.77327491343,15761.891674123704
10245,13109.939533159135,12750.740661561491,13006.80724184215,12007.627327352762
8895,11516.266849040983,11848.955615609882,11453.141183391212,9553.462106406689
7634,10483.60607983172,11632.893325150013,10820.93909305334,7654.895476281643
4822,9680.139729678627,10239.24676182866,9604.904452204704,5840.619032293558
3521,8973.577720314264,8851.191046923399,8628.924748361109,4610.356750875711
2971,6976.1265355944615,6384.875920802355,6888.478570222856,3358.2543053925037
3225,6236.115205436945,6801.027983874084,6450.166332125664,3290.5486288666725
4324,6703.993419647217,6957.029823154211,6646.8586161136645,3700.8190306425095
4948,7518.5275941193095,8585.134635448456,7001.052352786064,4381.819872587919
6401,8836.399299442768,8989.655351251364,8248.032287061214,5582.823341697454
7537,9759.46974593401,10415.836751490833,8881.251054555178,6683.866598933935
10085,10975.92542310059,11295.725573062895,10291.869877994059,7819.35658338666
11421,12219.884523987772,11794.356373369696,11431.973743095994,9796.593353152275
15063,14268.517023667693,14276.069399118423,13656.246126905084,11982.400185972452
14932,15410.911478169262,15088.583942376077,14631.350472301245,13585.259170114994
16512,17405.21846761182,18671.381394654512,17242.70969014615,15434.962520875037
16893,17430.041945531964,17598.40960979089,17034.441535241902,16591.94054054469
19945,17472.192878216505,19084.299660840068,17207.37285945192,16234.381141155958
19851,17777.552533604205,19001.149185270067,17666.850347988307,18161.865550011396
20385,19700.33639825834,18924.42787149921,20113.96715234965,20020.19529110845
20321,20005.2755465433,19095.995937339958,19933.692072972648,20951.276559408754
19563,19867.472049518954,19189.344024943188,19735.6277711913,20364.685374271125
18692,19785.57924476033,19237.416802781634,19880.717119939625,20354.86861469783
19016,19198.530835933983,19379.05360627593,19054.771167762567,19507.242941906676
19252,18397.482524801046,19188.936492737383,18409.065549246967,18659.528214970604
19325,18698.058950673792,19192.87458381802,19098.826691225167,19124.196574720554
19139,18967.98104199022,19188.55713667907,19302.58053093404,19066.976804773323
19092,18991.92302986607,19188.039381720126,18958.35896061733,18812.573310649022
19901,18946.682940285653,19221.461037332192,18566.70656875521,18525.26237560436
21433,19161.316568676386,19754.126196717374,18487.160632696003,18895.13329154253
22997,20158.801388613883,19987.384349843487,19411.722663119435,20810.67940830998
24210,21492.0009181723,20006.94808557816,20999.29849608988,22893.108758933842
26175,22549.379030279808,21803.61305047572,22398.470796108246,24271.924157366157
24935,23272.707161314785,23316.646184436977,23351.7110350132,25090.177583307028
21243,24850.07943314314,24953.647359818217,24827.553114190698,26555.2887840122
20206,23353.167435258627,22673.408095687628,23519.5427685082,24375.477193020284
20188,20380.75263988972,21622.583492703736,20037.776221707463,20648.065371764824
21588,20344.77440036647,21434.22872054577,19510.039899013937,20661.140783090144
24357,20838.714748058468,20925.659477666017,20403.300857402384,20833.325220406055
25009,22092.438708931208,20813.20277940482,21594.167920954525,22557.521790914237
25641,24016.198026701808,23158.448941498995,24096.093901753422,25731.251218363643
25928,23840.15199727565,23522.88974445313,24272.006495952606,25857.009102106094
25026,24177.4196067974,23634.8097819984,24482.712106600404,26149.059980511665
23773,23978.859521612525,23636.477576345205,24596.179934382442,25785.87323510647
22667,22985.14869954437,21654.540061641484,23636.11084845662,24207.908826209605
20864,21824.623259108517,20816.754433892667,22432.09997707605,22588.521976731718
19498,20801.390112057332,20327.35891338997,21342.80310754478,21362.79985081032
17494,19111.720344500616,19895.413626932073,19295.0275715217,19360.7920684251
15262,17967.716418817643,19925.92600407172,17914.93826084584,18031.668390139937
12727,15997.51609442383,18949.35660849884,16050.732515580952,15572.090721048415
10682,14132.056291610004,15832.828994177282,14238.410883069038,12784.111147537827
5804,12020.62105704844,12688.489186435938,12211.81651043892,10000.247627407312
3732,10640.068080857396,10251.06205700338,10698.49460746348,7677.14908516407
3050,6769.804724723101,5891.009079277514,7253.16726487875,4619.032084494829
2793,5842.116309851407,5377.301558226347,6588.969334185123,3012.0398201048374
3690,6495.809939175843,6998.572851806879,6900.907609045506,2622.483704417944
4009,6499.725985705853,6822.047097921372,6572.284383177757,2771.3483649492264
5014,7344.018843621016,7556.834307551384,7373.560293346643,3442.3599596619606
5354,8197.214780181646,8710.613969504833,7732.8473431468,4138.801914393902
7694,9191.131448715923,9056.994299888609,8733.248321354391,4928.143985182047
9298,9656.777761667967,10369.631373375654,9114.675691485403,6124.033118546009
12036,11773.789829567075,11671.574357971547,11637.49611052871,8901.881250172853
13457,14058.515086755157,14271.418144926429,13308.921530604362,12541.231004282832
16776,16055.915758796034,15326.56698360294,15120.750591501594,13642.52594897151
16838,16828.089942328632,17723.543238576498,16129.604413956404,15810.350560076535
18681,18416.734863009304,19781.36534131365,18233.87531555444,17473.093493003398
19382,18570.113546755165,19654.26318251633,18087.437891438603,18595.019217271358
19841,18959.68542940542,19768.084922967013,18658.914544317868,18708.340689675882
19688,19481.041515333112,19800.117224425543,19370.549866124988,20080.862405401655
19900,19691.839975876268,19800.117224425543,19308.5953354761,19751.91088361852
19767,19461.07572203269,19800.117224425543,19125.15766603127,19550.289074046654
19114,19466.522331932094,19800.117224425543,19434.74067774415,19645.86133910343
18144,19349.047505599912,19800.117224425543,19437.402958706014,19588.821165863803
18343,18726.284150939435,19800.117224425543,18733.402058955282,18865.430230442435
17879,17857.888569716364,19777.154905139003,17977.754134863615,17869.426191147417
17910,18217.909367274493,19800.117224425543,18507.87433482334,18406.66444511339
17868,18000.938578546047,19793.848871053666,18053.9056480974,17760.942913644016
19079,18284.00491566211,19800.117224425543,17788.845767103136,18034.608490835875
19687,18495.531284347177,19800.3356260662,17756.061578579247,18249.16912402585
19227,19780.923902837094,19808.94322013901,18912.307602375746,19950.15701644495
17843,20012.714779432863,19781.952149732504,19387.140799313784,20213.96477426309
16231,19265.466267101467,20215.120543774217,18435.71376119554,19214.667629481293
14905,17901.963509902358,20445.547705780715,17222.471040785313,17360.14655897394
14598,16778.549559481442,17869.902703817934,16325.673026949167,15780.558590821922
13551,16305.368097946048,16705.456837140024,16017.071216724811,14755.58421625197
13933,16574.35804054886,16067.105047129096,16281.585677579043,14562.716296821833
12374,15389.569725334644,14821.192010708151,14621.059900879858,12844.549421876669
10625,15528.761353842916,15571.830274172129,14610.917655706406,13093.204361453652
9964,13704.859762683509,13819.020168930292,12795.557378977537,10968.749702885747
8190,11733.864374563098,12252.620243698359,10959.312299370768,8791.972668379545
6663,11346.673303380609,12973.393542706963,10824.545055970551,7948.917809069157
5151,9963.94507020712,10713.691040337086,9255.8951266706,6358.019526541233
4092,8628.519479006529,8916.844682365656,8044.540354132652,4902.058420240879
3207,7595.171386986972,8101.833995223044,7154.038614332676,3692.768535941839
2626,6999.993046432734,7140.655382245779,6622.164047718048,2819.9152837991714
1994,6509.116088330746,6634.928280502559,6275.23712927103,2299.551768362522
1987,6220.670588880777,6145.8405807614345,6068.164343774319,2086.3847595453262
1912,5859.796331435442,5919.944376856089,5891.060467898847,1981.546132415533
2156,6102.8411518633375,6333.470948547125,6115.292381227016,2098.897888839245
2175,6299.707456409929,6404.512213766575,6280.6703080534935,2390.4886054992676
2757,6656.390037447214,5954.370081454516,6594.126883089542,2730.02840963006
4689,6911.757615685463,6597.004645884037,6708.702486038208,3051.87184125185
6715,7736.637253969909,7920.478878855705,7239.327374815941,3625.2812610566616
11577,10024.008441194892,10274.712502047421,9455.699926018717,6112.669225692749
13954,11965.687788769605,12587.424119204285,11582.613646909596,9278.627584069967
17717,15850.200684033334,16356.844021536408,15489.304528027771,13505.04678787291
18686,17534.228871509433,17928.854065917432,17256.6700222902,16555.748352088034
18923,19158.91203376837,18311.926455892626,18821.406240906566,17297.03782821074
17326,19412.259597567376,18590.67775471136,19167.495320439342,17833.824533864856
15926,18760.4326927606,17806.284174572676,18378.448880214244,16838.718627519906
13785,17229.628366209567,18705.514753473923,16930.725574299693,15791.142310969532
13905,15986.701125480236,16281.984231375158,16149.474875524642,14147.468206316233
13575,14838.081348277627,15879.632348977031,15085.676689520478,13762.753716304898
14094,15243.537570573391,15647.187307640908,16169.625638663767,13439.457388207316
14488,15392.80808442086,16294.417941890657,15572.421827279033,15036.911223724484
14428,15351.833542391658,16428.630713745948,15135.265541180966,14545.385484278202
14402,15422.627499870958,16915.111024916172,15307.427058003845,13819.191853642464
14747,15495.36984524876,16495.14510859549,14997.902004480362,14037.685760229826
13915,15778.378662146628,16422.252977065742,15032.977658346297,14487.910231128335
11432,16289.709167480469,17014.404352635145,15584.269532322884,14893.661646015942
9659,15290.812766350806,15647.084822379053,14904.89560741186,14118.962704479694
7681,12079.768776237965,12613.81100833416,12694.130255550146,11797.515021696687
6257,10136.475942745805,11469.231077522041,11082.973760947583,10008.233302369714
5520,9960.035447254775,10067.987173706291,9548.477410137653,9214.737512677908
5159,10938.294937208297,8788.798253089191,8278.7907127738,8914.13159674406
5283,10499.263258412479,8643.804090082645,7694.432012856006,7324.565914601088
5821,8991.745933800936,8936.323305696249,7375.799202144145,5852.744411081076
5586,8851.247107237577,9235.677207946776,7563.159779667854,5011.634143918753
4729,9436.923224538565,10005.084581390025,8275.47147500515,4782.082340359688
4402,8480.342725247145,9455.933510661123,8137.829388618469,4503.489441126585
3877,6991.3749410510045,8159.850580781698,7503.278020739554,4019.7519976198673
3384,7452.016703039408,8291.20223274827,7430.008358031511,3755.3446937203407
3203,8291.817728281021,8076.860293179749,7270.6137018203735,3678.1811750233173
2611,7916.718166112901,7061.279816985129,7010.185512304305,3703.9829346239567
1783,7332.966786265373,7566.196380019188,6983.577885687351,3955.4414738714695
866,6729.371223121882,6439.037191838026,6651.670459747314,4118.404135495424
297,5925.520042270422,5570.824098616839,6197.843529701233,4084.195664614439
189,5098.086155921221,5155.32140085101,5795.148277878761,4044.243347376585
109,4801.574978768826,4455.058001369238,5632.423872590065,4095.4836424589157
80,5107.949267446996,4916.025613933802,5719.917672097683,4156.928082644939
40,5273.732463628055,4970.3620734512815,5761.738666474819,4064.762590289116
39,5277.059876859188,5133.525617867708,5808.301429092885,3846.143715918064
26,5359.328387916088,5286.6356792747965,5840.8047320842725,3650.815566241741
32,5460.899165898562,5486.1917109787455,5895.622375965118,3419.593632489443
8,5434.754036873579,5434.067298024893,5935.331765174866,3084.0352785885334
11,5390.473396211863,5733.765737622976,5967.92850202322,2966.6835221648216
9,5361.375757306814,5565.786845803261,5971.042185306549,2994.943760126829
20,5347.283595830202,5725.1301133930665,5981.966939032078,3083.9406768083572
21,5320.51829957962,5757.163911253214,5988.6638107299805,3224.9171839654446
37,5281.306445658207,5931.623608976603,5996.921027839185,3685.494710177183
69,5210.919217437506,6479.736979931593,5996.171221137047,4469.355717331171
107,5131.251671373844,5573.672663331032,6002.020180583,5177.768884986639
216,5076.271686166525,6651.571186274289,6018.555637419224,5715.9992897212505
332,5039.096690326929,4856.0924663841715,6035.541912615299,6041.796141415834
570,5069.723140716553,6300.341638714075,6095.316222608089,6256.3307883143425
1049,5124.400633811952,6023.160758644342,6156.732632637024,6324.3050871789455
1589,5265.374805122614,6384.749785095453,6291.78192949295,6459.355551958084
2285,5678.312743514775,6894.304171204567,6620.1038311719885,6738.829065293074
2945,6164.800646185875,7409.431886881591,6990.405564785004,7056.004307836294
3544,6685.931487172842,8021.86278912425,7451.6254487633705,7355.000825583935
3876,7191.630558758975,8739.588976472616,7866.639954626557,7700.959535688162
4535,7623.207383692265,8646.697035878897,8177.786377549171,8008.575326740742
4923,7806.3996432721615,8983.223598122597,8217.098672866821,8156.860697358847
5157,8288.322134107351,9447.69731616974,8640.867931127548,8328.745124399662
5273,8728.026536673307,9644.922173142431,8861.418550491333,8540.213972866535
5584,8801.747017741201,9590.42337229848,8837.604596197605,8564.96576949954
5773,8730.873933464289,9563.30653116107,8767.321313142776,8547.9537999928
6569,8948.323716700077,9491.589038401842,8955.707327246666,8580.614772617817
7007,9150.17004582286,9327.279761314392,9055.975870847702,8631.756962150335
7400,9746.492951124908,10476.394153997302,9829.83361569047,8781.307193607092
7962,10178.114741101861,10607.401268616319,10189.315708667042,8935.017567545176
8760,10335.293846979735,10878.173754021524,10330.049871757628,8899.182179629803
9776,10708.461664155126,11673.399237990381,10771.211258530617,8927.816153019667
10863,11443.124489963056,12528.022376716135,11533.708030328156,9125.588765978813
12687,12345.65875865519,13515.512547776103,12450.277232259512,9522.456080973148
12541,13230.080874174831,14195.097866788508,13299.903995484114,10034.415804937482
11967,14703.59294654429,15374.762502871456,14883.953576296568,10925.147041648626
10813,14586.352726787329,14545.495269060137,14369.298285558818,11112.540321022272
10419,13578.056003704667,13582.486520409586,13398.457443848252,10574.151078730822
10132,12491.346084088089,12638.32221278548,12504.611355930569,9795.715074896812
10566,12327.899318292737,12454.720012158157,12335.429503202438,9585.76686245203
11073,12447.483559936285,12463.508634328842,12167.396886914968,9947.00492797792
10559,12858.76479925215,12592.17055913806,12452.692497462034,10217.943842440844
9121,13257.710433602331,13003.841300845146,12889.245843201876,9901.362488850951
8700,12643.05697348714,12159.001854866743,12076.16806897521,8747.411726146936
6884,11077.93183644116,10732.569351136684,10609.424695581198,6905.5103944242
5502,10635.031412005423,11022.475338563325,10343.093238189816,5628.507826060057
4001,9257.964686602354,9381.381468266247,8855.223885774612,3930.862529873848
3039,7890.349963754414,7891.246928781271,7742.326207935809,2869.9175802767277
2431,6913.1299254596215,7168.956497520207,6851.868849217892,2116.0079638957977
2005,6422.307859748602,6572.80410900712,6312.0804349184045,1691.0532635748386
1661,6069.595049709082,6438.717180877924,6096.584587216377,1417.143736422062
1300,5665.103531986475,6255.084614247084,5937.434026956556,1185.6076313257217
1279,5300.883174538612,6091.850994437933,5877.608328342438,1086.7032220363617
1407,4893.565282642841,5919.442169874906,5816.460540652275,1062.1044233441353
1353,4915.551437109709,6102.212809175253,5972.537127017975,1033.4821291863918
1887,5341.050389647484,6392.918240040541,6233.5119045972815,1053.8285194635391
3714,5567.243246048689,6238.848145753144,6278.9207590818405,1129.66410946846
6019,6402.164688110352,6864.23365226388,6750.0282809734335,1542.4700725376606
11208,8715.77035048604,9145.596458524467,8752.701250374317,3951.7566761374474
14063,10974.543769940734,11293.382719099522,11231.52425013483,7191.189083784819
17572,15299.521969743071,16011.466353230178,15460.952608093618,10803.95807351172
18746,17524.297728456557,16846.451447106898,17483.942769691348,13454.206506490707
18397,19185.90383412689,16928.755579821765,18794.327065292746,14355.876512005925
17430,19674.07287101773,16585.756387136877,19136.69514147192,15142.668714441359
15997,18762.062967574224,17304.104201614857,17952.874742619693,14349.13292337954
13900,17420.013718862087,17399.411845382303,16937.482594043016,13692.277725920081
14138,16174.078637890518,16431.917541645467,16225.109874717893,11960.394760772586
13361,14790.173138119282,14983.308511964975,14987.830418661235,11369.228820413351
14156,15036.033529430628,15970.472832448782,16342.98865649104,10977.854248285294
14075,14830.029101692142,15625.734018139541,15170.533026434485,12809.039884537458
13887,15035.100358784199,15914.353830128908,15209.287346437572,13018.763855725527
13593,14934.802909083664,16162.401741616428,14983.511730603874,12087.821022823453
14093,14847.987672962248,15462.698361314831,14479.265263512732,11896.068470060825
14699,14934.527863167226,15740.515759535134,14418.252954915166,12224.569647952914
15372,15631.343261346221,16320.918703533709,15118.239848576486,12896.150605231524
16220,16093.567267306147,17060.985802024603,15872.976354591548,13594.091005444527
15107,16076.538654893635,16904.080866120756,16308.476525574924,14026.393694654107
14057,16086.886162571609,17659.24585396424,16934.358107469976,14387.996152222157
13802,14772.755315296352,16495.310077749193,15812.635017879309,13185.448104664683
