,0,1,2
1648,1648,2014-08-04 08:00:00,17271
1649,1649,2014-08-04 08:30:00,18418
1650,1650,2014-08-04 09:00:00,18214
1651,1651,2014-08-04 09:30:00,17223
1652,1652,2014-08-04 10:00:00,15029
1653,1653,2014-08-04 10:30:00,15614
1654,1654,2014-08-04 11:00:00,15026
1655,1655,2014-08-04 11:30:00,16170
1656,1656,2014-08-04 12:00:00,16111
1657,1657,2014-08-04 12:30:00,16049
1658,1658,2014-08-04 13:00:00,16084
1659,1659,2014-08-04 13:30:00,16640
1660,1660,2014-08-04 14:00:00,16634
1661,1661,2014-08-04 14:30:00,17210
1662,1662,2014-08-04 15:00:00,16546
1663,1663,2014-08-04 15:30:00,16798
1664,1664,2014-08-04 16:00:00,15124
1665,1665,2014-08-04 16:30:00,14870
1666,1666,2014-08-04 17:00:00,16956
1667,1667,2014-08-04 17:30:00,18613
1668,1668,2014-08-04 18:00:00,21126
1669,1669,2014-08-04 18:30:00,22510
1670,1670,2014-08-04 19:00:00,22568
1671,1671,2014-08-04 19:30:00,21668
1672,1672,2014-08-04 20:00:00,21659
1673,1673,2014-08-04 20:30:00,21278
1674,1674,2014-08-04 21:00:00,21346
1675,1675,2014-08-04 21:30:00,20247
1676,1676,2014-08-04 22:00:00,19945
1677,1677,2014-08-04 22:30:00,17601
1678,1678,2014-08-04 23:00:00,15750
1679,1679,2014-08-04 23:30:00,12897
1680,1680,2014-08-05 00:00:00,10385
1681,1681,2014-08-05 00:30:00,8125
1682,1682,2014-08-05 01:00:00,6294
1683,1683,2014-08-05 01:30:00,4485
1684,1684,2014-08-05 02:00:00,3669
1685,1685,2014-08-05 02:30:00,3097
1686,1686,2014-08-05 03:00:00,2484
1687,1687,2014-08-05 03:30:00,2011
1688,1688,2014-08-05 04:00:00,2175
1689,1689,2014-08-05 04:30:00,2108
1690,1690,2014-08-05 05:00:00,2252
1691,1691,2014-08-05 05:30:00,4131
1692,1692,2014-08-05 06:00:00,6599
1693,1693,2014-08-05 06:30:00,11040
1694,1694,2014-08-05 07:00:00,13290
1695,1695,2014-08-05 07:30:00,16754
1696,1696,2014-08-05 08:00:00,18504
1697,1697,2014-08-05 08:30:00,19897
1698,1698,2014-08-05 09:00:00,19208
1699,1699,2014-08-05 09:30:00,18253
1700,1700,2014-08-05 10:00:00,16976
1701,1701,2014-08-05 10:30:00,16888
1702,1702,2014-08-05 11:00:00,16080
1703,1703,2014-08-05 11:30:00,17328
1704,1704,2014-08-05 12:00:00,17901
1705,1705,2014-08-05 12:30:00,18121
1706,1706,2014-08-05 13:00:00,17478
1707,1707,2014-08-05 13:30:00,18616
1708,1708,2014-08-05 14:00:00,18576
1709,1709,2014-08-05 14:30:00,18465
1710,1710,2014-08-05 15:00:00,17373
1711,1711,2014-08-05 15:30:00,16457
1712,1712,2014-08-05 16:00:00,14626
1713,1713,2014-08-05 16:30:00,13466
1714,1714,2014-08-05 17:00:00,16213
1715,1715,2014-08-05 17:30:00,18715
1716,1716,2014-08-05 18:00:00,21356
1717,1717,2014-08-05 18:30:00,22899
1718,1718,2014-08-05 19:00:00,23782
1719,1719,2014-08-05 19:30:00,22778
1720,1720,2014-08-05 20:00:00,22401
1721,1721,2014-08-05 20:30:00,22986
1722,1722,2014-08-05 21:00:00,23340
1723,1723,2014-08-05 21:30:00,24046
1724,1724,2014-08-05 22:00:00,22726
1725,1725,2014-08-05 22:30:00,20819
1726,1726,2014-08-05 23:00:00,19149
1727,1727,2014-08-05 23:30:00,16406
1728,1728,2014-08-06 00:00:00,13399
1729,1729,2014-08-06 00:30:00,10273
1730,1730,2014-08-06 01:00:00,7723
1731,1731,2014-08-06 01:30:00,5860
1732,1732,2014-08-06 02:00:00,4664
1733,1733,2014-08-06 02:30:00,3875
1734,1734,2014-08-06 03:00:00,3057
1735,1735,2014-08-06 03:30:00,2675
1736,1736,2014-08-06 04:00:00,2803
1737,1737,2014-08-06 04:30:00,2364
1738,1738,2014-08-06 05:00:00,2602
1739,1739,2014-08-06 05:30:00,4488
1740,1740,2014-08-06 06:00:00,6944
1741,1741,2014-08-06 06:30:00,11761
1742,1742,2014-08-06 07:00:00,14631
1743,1743,2014-08-06 07:30:00,17455
1744,1744,2014-08-06 08:00:00,19107
1745,1745,2014-08-06 08:30:00,19737
1746,1746,2014-08-06 09:00:00,18707
1747,1747,2014-08-06 09:30:00,18466
1748,1748,2014-08-06 10:00:00,16630
1749,1749,2014-08-06 10:30:00,17291
1750,1750,2014-08-06 11:00:00,15977
1751,1751,2014-08-06 11:30:00,17643
1752,1752,2014-08-06 12:00:00,17959
1753,1753,2014-08-06 12:30:00,17652
1754,1754,2014-08-06 13:00:00,17197
1755,1755,2014-08-06 13:30:00,17949
1756,1756,2014-08-06 14:00:00,17918
1757,1757,2014-08-06 14:30:00,17534
1758,1758,2014-08-06 15:00:00,17350
1759,1759,2014-08-06 15:30:00,16327
1760,1760,2014-08-06 16:00:00,14582
1761,1761,2014-08-06 16:30:00,13374
1762,1762,2014-08-06 17:00:00,16090
1763,1763,2014-08-06 17:30:00,18989
1764,1764,2014-08-06 18:00:00,21429
1765,1765,2014-08-06 18:30:00,23892
1766,1766,2014-08-06 19:00:00,24481
1767,1767,2014-08-06 19:30:00,24197
1768,1768,2014-08-06 20:00:00,23556
1769,1769,2014-08-06 20:30:00,23555
1770,1770,2014-08-06 21:00:00,24355
1771,1771,2014-08-06 21:30:00,24699
1772,1772,2014-08-06 22:00:00,23955
1773,1773,2014-08-06 22:30:00,22754
1774,1774,2014-08-06 23:00:00,21450
1775,1775,2014-08-06 23:30:00,18427
1776,1776,2014-08-07 00:00:00,15411
1777,1777,2014-08-07 00:30:00,11851
1778,1778,2014-08-07 01:00:00,9317
1779,1779,2014-08-07 01:30:00,6973
1780,1780,2014-08-07 02:00:00,5807
1781,1781,2014-08-07 02:30:00,4812
1782,1782,2014-08-07 03:00:00,3738
1783,1783,2014-08-07 03:30:00,3108
1784,1784,2014-08-07 04:00:00,3199
1785,1785,2014-08-07 04:30:00,2642
1786,1786,2014-08-07 05:00:00,2704
1787,1787,2014-08-07 05:30:00,4812
1788,1788,2014-08-07 06:00:00,6873
1789,1789,2014-08-07 06:30:00,11765
1790,1790,2014-08-07 07:00:00,13641
1791,1791,2014-08-07 07:30:00,17052
1792,1792,2014-08-07 08:00:00,18252
1793,1793,2014-08-07 08:30:00,19400
1794,1794,2014-08-07 09:00:00,18455
1795,1795,2014-08-07 09:30:00,18277
1796,1796,2014-08-07 10:00:00,16719
1797,1797,2014-08-07 10:30:00,16764
1798,1798,2014-08-07 11:00:00,16636
1799,1799,2014-08-07 11:30:00,18205
1800,1800,2014-08-07 12:00:00,18034
1801,1801,2014-08-07 12:30:00,17700
1802,1802,2014-08-07 13:00:00,16970
1803,1803,2014-08-07 13:30:00,17983
1804,1804,2014-08-07 14:00:00,18230
1805,1805,2014-08-07 14:30:00,18073
1806,1806,2014-08-07 15:00:00,17471
1807,1807,2014-08-07 15:30:00,15872
1808,1808,2014-08-07 16:00:00,13784
1809,1809,2014-08-07 16:30:00,13341
1810,1810,2014-08-07 17:00:00,15857
1811,1811,2014-08-07 17:30:00,18396
1812,1812,2014-08-07 18:00:00,21500
1813,1813,2014-08-07 18:30:00,23368
1814,1814,2014-08-07 19:00:00,24977
1815,1815,2014-08-07 19:30:00,24747
1816,1816,2014-08-07 20:00:00,23895
1817,1817,2014-08-07 20:30:00,24153
1818,1818,2014-08-07 21:00:00,24778
1819,1819,2014-08-07 21:30:00,24533
1820,1820,2014-08-07 22:00:00,24478
1821,1821,2014-08-07 22:30:00,24253
1822,1822,2014-08-07 23:00:00,23299
1823,1823,2014-08-07 23:30:00,22155
1824,1824,2014-08-08 00:00:00,19329
1825,1825,2014-08-08 00:30:00,15933
1826,1826,2014-08-08 01:00:00,13410
1827,1827,2014-08-08 01:30:00,10614
1828,1828,2014-08-08 02:00:00,8934
1829,1829,2014-08-08 02:30:00,7079
1830,1830,2014-08-08 03:00:00,5803
1831,1831,2014-08-08 03:30:00,4992
1832,1832,2014-08-08 04:00:00,4555
1833,1833,2014-08-08 04:30:00,3601
1834,1834,2014-08-08 05:00:00,3643
1835,1835,2014-08-08 05:30:00,4924
1836,1836,2014-08-08 06:00:00,6649
1837,1837,2014-08-08 06:30:00,10748
1838,1838,2014-08-08 07:00:00,12731
1839,1839,2014-08-08 07:30:00,15178
1840,1840,2014-08-08 08:00:00,16731
1841,1841,2014-08-08 08:30:00,18521
1842,1842,2014-08-08 09:00:00,17924
1843,1843,2014-08-08 09:30:00,17129
1844,1844,2014-08-08 10:00:00,15820
1845,1845,2014-08-08 10:30:00,16405
1846,1846,2014-08-08 11:00:00,15710
1847,1847,2014-08-08 11:30:00,16406
1848,1848,2014-08-08 12:00:00,17040
1849,1849,2014-08-08 12:30:00,16998
1850,1850,2014-08-08 13:00:00,16524
1851,1851,2014-08-08 13:30:00,17157
1852,1852,2014-08-08 14:00:00,17341
1853,1853,2014-08-08 14:30:00,17716
1854,1854,2014-08-08 15:00:00,17135
1855,1855,2014-08-08 15:30:00,15591
1856,1856,2014-08-08 16:00:00,13942
1857,1857,2014-08-08 16:30:00,13215
1858,1858,2014-08-08 17:00:00,16320
1859,1859,2014-08-08 17:30:00,19539
1860,1860,2014-08-08 18:00:00,21553
1861,1861,2014-08-08 18:30:00,23100
1862,1862,2014-08-08 19:00:00,24705
1863,1863,2014-08-08 19:30:00,23913
1864,1864,2014-08-08 20:00:00,22283
1865,1865,2014-08-08 20:30:00,22808
1866,1866,2014-08-08 21:00:00,22239
1867,1867,2014-08-08 21:30:00,21989
1868,1868,2014-08-08 22:00:00,22689
1869,1869,2014-08-08 22:30:00,23756
1870,1870,2014-08-08 23:00:00,24182
1871,1871,2014-08-08 23:30:00,24184
1872,1872,2014-08-09 00:00:00,23849
1873,1873,2014-08-09 00:30:00,22495
1874,1874,2014-08-09 01:00:00,20367
1875,1875,2014-08-09 01:30:00,18368
1876,1876,2014-08-09 02:00:00,17499
1877,1877,2014-08-09 02:30:00,15607
1878,1878,2014-08-09 03:00:00,13502
1879,1879,2014-08-09 03:30:00,11670
1880,1880,2014-08-09 04:00:00,9956
1881,1881,2014-08-09 04:30:00,5950
1882,1882,2014-08-09 05:00:00,4023
1883,1883,2014-08-09 05:30:00,3499
1884,1884,2014-08-09 06:00:00,3663
1885,1885,2014-08-09 06:30:00,4608
1886,1886,2014-08-09 07:00:00,5226
1887,1887,2014-08-09 07:30:00,6154
1888,1888,2014-08-09 08:00:00,7082
1889,1889,2014-08-09 08:30:00,8917
1890,1890,2014-08-09 09:00:00,9965
1891,1891,2014-08-09 09:30:00,12488
1892,1892,2014-08-09 10:00:00,12845
1893,1893,2014-08-09 10:30:00,14960
1894,1894,2014-08-09 11:00:00,15195
1895,1895,2014-08-09 11:30:00,16331
1896,1896,2014-08-09 12:00:00,16385
1897,1897,2014-08-09 12:30:00,16704
1898,1898,2014-08-09 13:00:00,17450
1899,1899,2014-08-09 13:30:00,17458
1900,1900,2014-08-09 14:00:00,16849
1901,1901,2014-08-09 14:30:00,16880
1902,1902,2014-08-09 15:00:00,16951
1903,1903,2014-08-09 15:30:00,16926
1904,1904,2014-08-09 16:00:00,16376
1905,1905,2014-08-09 16:30:00,16454
1906,1906,2014-08-09 17:00:00,17768
1907,1907,2014-08-09 17:30:00,19335
1908,1908,2014-08-09 18:00:00,20035
1909,1909,2014-08-09 18:30:00,21023
1910,1910,2014-08-09 19:00:00,21977
1911,1911,2014-08-09 19:30:00,20987
1912,1912,2014-08-09 20:00:00,19159
1913,1913,2014-08-09 20:30:00,19801
1914,1914,2014-08-09 21:00:00,20361
1915,1915,2014-08-09 21:30:00,20651
1916,1916,2014-08-09 22:00:00,20833
1917,1917,2014-08-09 22:30:00,22467
1918,1918,2014-08-09 23:00:00,23285
1919,1919,2014-08-09 23:30:00,23652
1920,1920,2014-08-10 00:00:00,23701
1921,1921,2014-08-10 00:30:00,21532
1922,1922,2014-08-10 01:00:00,20557
1923,1923,2014-08-10 01:30:00,18415
1924,1924,2014-08-10 02:00:00,17813
1925,1925,2014-08-10 02:30:00,16223
1926,1926,2014-08-10 03:00:00,13777
1927,1927,2014-08-10 03:30:00,11818
1928,1928,2014-08-10 04:00:00,10499
1929,1929,2014-08-10 04:30:00,6180
1930,1930,2014-08-10 05:00:00,4096
1931,1931,2014-08-10 05:30:00,3476
1932,1932,2014-08-10 06:00:00,3259
1933,1933,2014-08-10 06:30:00,3468
1934,1934,2014-08-10 07:00:00,3690
1935,1935,2014-08-10 07:30:00,5047
1936,1936,2014-08-10 08:00:00,5503
1937,1937,2014-08-10 08:30:00,6667
1938,1938,2014-08-10 09:00:00,8014
1939,1939,2014-08-10 09:30:00,10532
1940,1940,2014-08-10 10:00:00,11486
1941,1941,2014-08-10 10:30:00,13733
1942,1942,2014-08-10 11:00:00,14525
1943,1943,2014-08-10 11:30:00,15314
1944,1944,2014-08-10 12:00:00,16013
1945,1945,2014-08-10 12:30:00,16268
1946,1946,2014-08-10 13:00:00,16610
1947,1947,2014-08-10 13:30:00,16496
1948,1948,2014-08-10 14:00:00,16885
1949,1949,2014-08-10 14:30:00,16396
1950,1950,2014-08-10 15:00:00,15796
1951,1951,2014-08-10 15:30:00,15545
1952,1952,2014-08-10 16:00:00,15642
1953,1953,2014-08-10 16:30:00,15531
1954,1954,2014-08-10 17:00:00,16410
1955,1955,2014-08-10 17:30:00,17684
1956,1956,2014-08-10 18:00:00,17992
1957,1957,2014-08-10 18:30:00,18285
1958,1958,2014-08-10 19:00:00,17697
1959,1959,2014-08-10 19:30:00,16452
1960,1960,2014-08-10 20:00:00,16195
1961,1961,2014-08-10 20:30:00,16545
1962,1962,2014-08-10 21:00:00,15989
1963,1963,2014-08-10 21:30:00,15763
1964,1964,2014-08-10 22:00:00,14767
1965,1965,2014-08-10 22:30:00,14157
1966,1966,2014-08-10 23:00:00,12939
1967,1967,2014-08-10 23:30:00,11801
1968,1968,2014-08-11 00:00:00,9595
1969,1969,2014-08-11 00:30:00,7267
1970,1970,2014-08-11 01:00:00,5616
1971,1971,2014-08-11 01:30:00,4253
1972,1972,2014-08-11 02:00:00,3261
1973,1973,2014-08-11 02:30:00,2770
1974,1974,2014-08-11 03:00:00,2240
1975,1975,2014-08-11 03:30:00,2084
1976,1976,2014-08-11 04:00:00,2407
1977,1977,2014-08-11 04:30:00,2262
1978,1978,2014-08-11 05:00:00,2728
1979,1979,2014-08-11 05:30:00,4273
1980,1980,2014-08-11 06:00:00,6194
1981,1981,2014-08-11 06:30:00,10158
1982,1982,2014-08-11 07:00:00,12697
1983,1983,2014-08-11 07:30:00,14281
1984,1984,2014-08-11 08:00:00,16009
1985,1985,2014-08-11 08:30:00,17659
1986,1986,2014-08-11 09:00:00,17250
1987,1987,2014-08-11 09:30:00,16687
1988,1988,2014-08-11 10:00:00,14465
1989,1989,2014-08-11 10:30:00,14373
1990,1990,2014-08-11 11:00:00,14599
1991,1991,2014-08-11 11:30:00,15212
1992,1992,2014-08-11 12:00:00,16026
1993,1993,2014-08-11 12:30:00,15526
1994,1994,2014-08-11 13:00:00,15672
1995,1995,2014-08-11 13:30:00,16419
1996,1996,2014-08-11 14:00:00,16083
1997,1997,2014-08-11 14:30:00,16352
1998,1998,2014-08-11 15:00:00,16535
1999,1999,2014-08-11 15:30:00,16248
2000,2000,2014-08-11 16:00:00,14959
2001,2001,2014-08-11 16:30:00,14201
2002,2002,2014-08-11 17:00:00,16142
2003,2003,2014-08-11 17:30:00,18163
2004,2004,2014-08-11 18:00:00,20715
2005,2005,2014-08-11 18:30:00,21256
2006,2006,2014-08-11 19:00:00,21528
2007,2007,2014-08-11 19:30:00,20720
2008,2008,2014-08-11 20:00:00,20604
2009,2009,2014-08-11 20:30:00,19786
2010,2010,2014-08-11 21:00:00,19471
2011,2011,2014-08-11 21:30:00,19116
2012,2012,2014-08-11 22:00:00,18358
2013,2013,2014-08-11 22:30:00,16440
2014,2014,2014-08-11 23:00:00,14821
2015,2015,2014-08-11 23:30:00,12022
2016,2016,2014-08-12 00:00:00,9701
2017,2017,2014-08-12 00:30:00,7757
2018,2018,2014-08-12 01:00:00,6003
2019,2019,2014-08-12 01:30:00,4648
2020,2020,2014-08-12 02:00:00,3805
2021,2021,2014-08-12 02:30:00,3093
2022,2022,2014-08-12 03:00:00,2487
2023,2023,2014-08-12 03:30:00,2164
2024,2024,2014-08-12 04:00:00,2288
2025,2025,2014-08-12 04:30:00,2083
2026,2026,2014-08-12 05:00:00,2452
2027,2027,2014-08-12 05:30:00,4282
2028,2028,2014-08-12 06:00:00,6142
2029,2029,2014-08-12 06:30:00,10744
2030,2030,2014-08-12 07:00:00,13034
2031,2031,2014-08-12 07:30:00,15724
2032,2032,2014-08-12 08:00:00,18102
2033,2033,2014-08-12 08:30:00,19748
2034,2034,2014-08-12 09:00:00,18510
2035,2035,2014-08-12 09:30:00,17502
2036,2036,2014-08-12 10:00:00,15832
2037,2037,2014-08-12 10:30:00,15940
2038,2038,2014-08-12 11:00:00,15064
2039,2039,2014-08-12 11:30:00,16927
2040,2040,2014-08-12 12:00:00,16871
2041,2041,2014-08-12 12:30:00,17325
2042,2042,2014-08-12 13:00:00,16350
2043,2043,2014-08-12 13:30:00,17244
2044,2044,2014-08-12 14:00:00,18778
2045,2045,2014-08-12 14:30:00,19036
2046,2046,2014-08-12 15:00:00,18549
2047,2047,2014-08-12 15:30:00,16263
2048,2048,2014-08-12 16:00:00,13781
2049,2049,2014-08-12 16:30:00,13197
2050,2050,2014-08-12 17:00:00,14909
2051,2051,2014-08-12 17:30:00,18695
2052,2052,2014-08-12 18:00:00,21494
2053,2053,2014-08-12 18:30:00,23426
2054,2054,2014-08-12 19:00:00,25057
2055,2055,2014-08-12 19:30:00,26062
2056,2056,2014-08-12 20:00:00,20944
2057,2057,2014-08-12 20:30:00,20583
2058,2058,2014-08-12 21:00:00,22343
2059,2059,2014-08-12 21:30:00,22704
2060,2060,2014-08-12 22:00:00,20090
2061,2061,2014-08-12 22:30:00,21338
2062,2062,2014-08-12 23:00:00,18853
2063,2063,2014-08-12 23:30:00,14548
2064,2064,2014-08-13 00:00:00,12933
2065,2065,2014-08-13 00:30:00,11301
2066,2066,2014-08-13 01:00:00,8095
2067,2067,2014-08-13 01:30:00,6266
2068,2068,2014-08-13 02:00:00,4752
2069,2069,2014-08-13 02:30:00,3446
2070,2070,2014-08-13 03:00:00,2793
2071,2071,2014-08-13 03:30:00,2333
2072,2072,2014-08-13 04:00:00,2468
2073,2073,2014-08-13 04:30:00,2059
2074,2074,2014-08-13 05:00:00,2411
2075,2075,2014-08-13 05:30:00,4204
2076,2076,2014-08-13 06:00:00,6516
2077,2077,2014-08-13 06:30:00,11706
2078,2078,2014-08-13 07:00:00,14894
2079,2079,2014-08-13 07:30:00,17894
2080,2080,2014-08-13 08:00:00,18081
2081,2081,2014-08-13 08:30:00,19597
2082,2082,2014-08-13 09:00:00,19047
2083,2083,2014-08-13 09:30:00,19060
2084,2084,2014-08-13 10:00:00,17041
2085,2085,2014-08-13 10:30:00,16354
2086,2086,2014-08-13 11:00:00,15259
2087,2087,2014-08-13 11:30:00,16470
2088,2088,2014-08-13 12:00:00,17146
2089,2089,2014-08-13 12:30:00,17220
2090,2090,2014-08-13 13:00:00,16932
2091,2091,2014-08-13 13:30:00,17515
2092,2092,2014-08-13 14:00:00,17285
2093,2093,2014-08-13 14:30:00,17467
2094,2094,2014-08-13 15:00:00,16869
2095,2095,2014-08-13 15:30:00,16383
2096,2096,2014-08-13 16:00:00,14727
2097,2097,2014-08-13 16:30:00,14059
2098,2098,2014-08-13 17:00:00,16707
2099,2099,2014-08-13 17:30:00,20486
2100,2100,2014-08-13 18:00:00,22207
2101,2101,2014-08-13 18:30:00,23183
2102,2102,2014-08-13 19:00:00,24873
2103,2103,2014-08-13 19:30:00,24028
2104,2104,2014-08-13 20:00:00,22822
2105,2105,2014-08-13 20:30:00,22831
2106,2106,2014-08-13 21:00:00,23148
2107,2107,2014-08-13 21:30:00,23005
2108,2108,2014-08-13 22:00:00,23506
2109,2109,2014-08-13 22:30:00,22493
2110,2110,2014-08-13 23:00:00,20703
2111,2111,2014-08-13 23:30:00,18013
2112,2112,2014-08-14 00:00:00,14505
2113,2113,2014-08-14 00:30:00,11389
2114,2114,2014-08-14 01:00:00,8924
2115,2115,2014-08-14 01:30:00,7135
2116,2116,2014-08-14 02:00:00,5649
2117,2117,2014-08-14 02:30:00,4544
2118,2118,2014-08-14 03:00:00,3542
2119,2119,2014-08-14 03:30:00,3086
2120,2120,2014-08-14 04:00:00,3091
2121,2121,2014-08-14 04:30:00,2590
2122,2122,2014-08-14 05:00:00,2706
2123,2123,2014-08-14 05:30:00,4336
2124,2124,2014-08-14 06:00:00,6237
2125,2125,2014-08-14 06:30:00,10724
2126,2126,2014-08-14 07:00:00,13183
2127,2127,2014-08-14 07:30:00,15723
2128,2128,2014-08-14 08:00:00,17752
2129,2129,2014-08-14 08:30:00,19645
2130,2130,2014-08-14 09:00:00,18448
2131,2131,2014-08-14 09:30:00,17796
2132,2132,2014-08-14 10:00:00,16361
2133,2133,2014-08-14 10:30:00,16636
2134,2134,2014-08-14 11:00:00,15606
2135,2135,2014-08-14 11:30:00,17003
2136,2136,2014-08-14 12:00:00,17538
2137,2137,2014-08-14 12:30:00,16979
2138,2138,2014-08-14 13:00:00,16844
2139,2139,2014-08-14 13:30:00,17372
2140,2140,2014-08-14 14:00:00,17667
2141,2141,2014-08-14 14:30:00,17859
2142,2142,2014-08-14 15:00:00,17357
2143,2143,2014-08-14 15:30:00,16100
2144,2144,2014-08-14 16:00:00,14347
2145,2145,2014-08-14 16:30:00,13630
2146,2146,2014-08-14 17:00:00,16197
2147,2147,2014-08-14 17:30:00,18210
2148,2148,2014-08-14 18:00:00,21282
2149,2149,2014-08-14 18:30:00,22623
2150,2150,2014-08-14 19:00:00,24035
2151,2151,2014-08-14 19:30:00,24056
2152,2152,2014-08-14 20:00:00,23987
2153,2153,2014-08-14 20:30:00,24289
2154,2154,2014-08-14 21:00:00,24134
2155,2155,2014-08-14 21:30:00,24141
2156,2156,2014-08-14 22:00:00,24661
2157,2157,2014-08-14 22:30:00,24114
2158,2158,2014-08-14 23:00:00,23611
2159,2159,2014-08-14 23:30:00,21287
2160,2160,2014-08-15 00:00:00,19491
2161,2161,2014-08-15 00:30:00,16128
2162,2162,2014-08-15 01:00:00,13044
2163,2163,2014-08-15 01:30:00,9984
2164,2164,2014-08-15 02:00:00,8526
2165,2165,2014-08-15 02:30:00,7009
2166,2166,2014-08-15 03:00:00,5525
2167,2167,2014-08-15 03:30:00,4688
2168,2168,2014-08-15 04:00:00,4665
2169,2169,2014-08-15 04:30:00,3542
2170,2170,2014-08-15 05:00:00,3163
2171,2171,2014-08-15 05:30:00,4547
2172,2172,2014-08-15 06:00:00,6346
2173,2173,2014-08-15 06:30:00,10699
2174,2174,2014-08-15 07:00:00,12050
2175,2175,2014-08-15 07:30:00,14555
2176,2176,2014-08-15 08:00:00,16322
2177,2177,2014-08-15 08:30:00,18762
2178,2178,2014-08-15 09:00:00,18321
2179,2179,2014-08-15 09:30:00,17235
2180,2180,2014-08-15 10:00:00,15496
2181,2181,2014-08-15 10:30:00,15859
2182,2182,2014-08-15 11:00:00,15559
2183,2183,2014-08-15 11:30:00,16873
2184,2184,2014-08-15 12:00:00,17350
2185,2185,2014-08-15 12:30:00,16611
2186,2186,2014-08-15 13:00:00,16543
2187,2187,2014-08-15 13:30:00,16753
2188,2188,2014-08-15 14:00:00,17552
2189,2189,2014-08-15 14:30:00,17361
2190,2190,2014-08-15 15:00:00,16508
2191,2191,2014-08-15 15:30:00,15776
2192,2192,2014-08-15 16:00:00,14232
2193,2193,2014-08-15 16:30:00,13784
2194,2194,2014-08-15 17:00:00,16867
2195,2195,2014-08-15 17:30:00,19906
2196,2196,2014-08-15 18:00:00,21668
2197,2197,2014-08-15 18:30:00,23098
2198,2198,2014-08-15 19:00:00,24319
2199,2199,2014-08-15 19:30:00,23800
2200,2200,2014-08-15 20:00:00,22649
2201,2201,2014-08-15 20:30:00,23190
2202,2202,2014-08-15 21:00:00,22209
2203,2203,2014-08-15 21:30:00,22105
2204,2204,2014-08-15 22:00:00,23041
2205,2205,2014-08-15 22:30:00,23974
2206,2206,2014-08-15 23:00:00,24057
2207,2207,2014-08-15 23:30:00,23997
2208,2208,2014-08-16 00:00:00,23174
2209,2209,2014-08-16 00:30:00,21534
2210,2210,2014-08-16 01:00:00,20240
2211,2211,2014-08-16 01:30:00,18434
2212,2212,2014-08-16 02:00:00,17382
2213,2213,2014-08-16 02:30:00,14870
2214,2214,2014-08-16 03:00:00,12921
2215,2215,2014-08-16 03:30:00,11258
2216,2216,2014-08-16 04:00:00,9869
2217,2217,2014-08-16 04:30:00,6061
2218,2218,2014-08-16 05:00:00,4150
2219,2219,2014-08-16 05:30:00,3688
2220,2220,2014-08-16 06:00:00,3811
2221,2221,2014-08-16 06:30:00,4938
2222,2222,2014-08-16 07:00:00,5248
2223,2223,2014-08-16 07:30:00,6972
2224,2224,2014-08-16 08:00:00,7885
2225,2225,2014-08-16 08:30:00,9526
2226,2226,2014-08-16 09:00:00,10750
2227,2227,2014-08-16 09:30:00,12899
2228,2228,2014-08-16 10:00:00,12950
2229,2229,2014-08-16 10:30:00,14145
2230,2230,2014-08-16 11:00:00,14724
2231,2231,2014-08-16 11:30:00,15667
2232,2232,2014-08-16 12:00:00,16016
2233,2233,2014-08-16 12:30:00,16245
2234,2234,2014-08-16 13:00:00,17156
2235,2235,2014-08-16 13:30:00,17194
2236,2236,2014-08-16 14:00:00,16993
2237,2237,2014-08-16 14:30:00,17286
2238,2238,2014-08-16 15:00:00,17109
2239,2239,2014-08-16 15:30:00,17115
2240,2240,2014-08-16 16:00:00,16437
2241,2241,2014-08-16 16:30:00,15986
2242,2242,2014-08-16 17:00:00,17735
2243,2243,2014-08-16 17:30:00,19247
2244,2244,2014-08-16 18:00:00,20555
2245,2245,2014-08-16 18:30:00,21424
2246,2246,2014-08-16 19:00:00,22252
2247,2247,2014-08-16 19:30:00,21379
2248,2248,2014-08-16 20:00:00,20043
2249,2249,2014-08-16 20:30:00,19941
2250,2250,2014-08-16 21:00:00,19947
2251,2251,2014-08-16 21:30:00,20601
2252,2252,2014-08-16 22:00:00,21109
2253,2253,2014-08-16 22:30:00,22185
2254,2254,2014-08-16 23:00:00,22255
2255,2255,2014-08-16 23:30:00,23286
2256,2256,2014-08-17 00:00:00,23263
2257,2257,2014-08-17 00:30:00,22356
2258,2258,2014-08-17 01:00:00,20247
2259,2259,2014-08-17 01:30:00,19261
2260,2260,2014-08-17 02:00:00,18335
2261,2261,2014-08-17 02:30:00,15881
2262,2262,2014-08-17 03:00:00,14076
2263,2263,2014-08-17 03:30:00,12215
2264,2264,2014-08-17 04:00:00,10492
2265,2265,2014-08-17 04:30:00,6297
2266,2266,2014-08-17 05:00:00,4328
2267,2267,2014-08-17 05:30:00,3426
2268,2268,2014-08-17 06:00:00,3367
2269,2269,2014-08-17 06:30:00,3930
2270,2270,2014-08-17 07:00:00,3834
2271,2271,2014-08-17 07:30:00,5166
2272,2272,2014-08-17 08:00:00,6704
2273,2273,2014-08-17 08:30:00,8252
2274,2274,2014-08-17 09:00:00,8872
2275,2275,2014-08-17 09:30:00,10157
2276,2276,2014-08-17 10:00:00,11490
2277,2277,2014-08-17 10:30:00,13701
2278,2278,2014-08-17 11:00:00,14623
2279,2279,2014-08-17 11:30:00,15373
2280,2280,2014-08-17 12:00:00,15798
2281,2281,2014-08-17 12:30:00,16478
2282,2282,2014-08-17 13:00:00,16986
2283,2283,2014-08-17 13:30:00,16375
